"year","economy","economycode","regionwb","pop_adult","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity","account_fin","account_mob","account","dig_account","borrowed","saved","receive_wages","receive_transfers","receive_pensions","receive_agriculture","merchantpay_dig","pay_utilities","domestic_remittances","anydigpayment","fin2","fin3","fin4","fin5","fin6","fin7","fin8","fin9a","fin9b","fin10","fin11_0","fin11_1","fin11_2","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin13_1","fin13a","fin13b","fin13c","fin13d","fin13e","fin13f","fin13f_1","fin14a","fin14b","fin14c","fin14d","fin14e","fin15","fin16","fin17a","fin17b","fin17c","fin17d","fin17e","fin17f","fin18","fin19","fin20","fin21","fin22a","fin22a_1","fin22b","fin22c","fin22d","fin22e","fin22f","fin22g","fin22h","fin23","fin24","fin24a","fin24b","fin24c","fin24d1","fin24d2","fin24d3","fin25e1","fin25e2","fin25e3","fin25e4","fin26a","fin26b","fin27","fh1","fin28","fh2","fin29","fh2a","fin30","fin31a","fin31b","fin31c","fin31d","fin32","fin33","fin34a","fin34b","fin34c","fin34d","fin35","fin36","fin36a","fin37","fin38","fin39a","fin39b","fin39c","fin39d","fin40","fin41","fin41a","fin42","fin43a","fin43b","fin43c","fin43d","fin44","fin45","internet_use","con1","con2a","con2b","con2c","con2d","con2e","con2f","con2g","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30a","con30b","con30c","con30d","con30e","con30f","con30g","con30h","con31a","con31b","con31c","con31d","con31e","con31f","con31g","con31h","con32","fin46","fin47","fin48a","fin48b","fin48c","fin48d","fin48e","fin48f","fin49a","fin49b","fin49c","fin49d","fin49e","fin49f","fin50","fin51"
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,128704196,1.69733533732691,2,30,3,4,1,1,1,1,1,1,1,1,1,4,4,1,0,1,3,1,1,2,2,2,1,,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,2,2,,2,2,,1,,2,,2,1,2,2,,,1,2,3,1,2,1,2,1,2,,1,1,2,,2,,2,,2,1,2,1,,,1,2,2,1,,,2,2,,2,2,,,,,,,,1,2,1,,,2,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,2,4,2,,1,2,,2,1,,1,2,,1,1,1,1,1,2,2,2,1,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,129032379,1.66703960835467,1,56,2,5,1,2,1,0,1,0,0,1,4,4,4,4,0,2,3,0,1,2,1,2,1,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,2,1,,2,2,,2,,2,,2,2,2,,,2,1,3,4,2,,,,2,2,,4,2,2,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,2,,2,1,,1,1,3,,2,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,129148440,1.68577719382826,2,48,2,4,1,2,1,0,1,1,1,1,4,4,4,2,1,4,3,1,1,1,1,2,2,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,2,2,,2,,1,2,2,2,2,,,,3,3,4,2,,,,1,1,2,,1,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,1,1,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,2,1,1,1,2,,2,1,,1,2,,1,2,2,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,129150092,0.739442034469629,2,21,2,5,1,1,1,1,1,1,1,0,1,4,4,4,1,1,3,1,1,1,2,3,2,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,2,2,1,,2,2,2,,,,2,2,4,2,,,,1,1,1,,1,1,3,2,,2,,2,1,1,1,,,1,2,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,1,1,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,129159555,1.05748729062571,1,20,2,2,1,2,1,0,1,0,1,0,4,4,4,4,0,4,3,0,1,2,2,1,1,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,2,2,2,,,,2,2,2,2,,,,2,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,4,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,129165939,0.451956787188344,2,50,1,2,1,1,0,0,0,0,0,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,1,2,,2,,2,,2,2,2,,,2,3,2,1,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,2,2,2,2,2,2,2,1,7,1,1,2,2,,,,,,,,,,,,,,,,,1,,1,1,3,,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,129391967,1.39989505785452,1,47,2,4,1,2,1,0,1,1,0,1,4,4,4,4,1,1,3,1,1,1,2,1,1,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,2,1,,1,2,,2,,2,,2,2,2,,,2,1,3,4,2,,,,2,1,1,,1,1,2,2,,2,,2,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,1,1,1,2,2,2,2,1,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,129409482,1.37165821524829,1,34,3,2,1,1,1,0,1,1,1,1,4,4,4,4,0,2,3,0,1,1,1,3,3,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,1,2,,2,2,,2,,1,,2,2,2,,,,2,2,4,2,,,,2,2,,4,2,2,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,2,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,129489717,0.988632017610591,1,29,2,1,1,1,1,1,1,1,0,1,1,4,4,4,1,1,3,1,1,1,1,2,2,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,1,2,,2,2,,2,2,2,,2,2,2,,,2,2,2,3,1,1,2,2,1,1,1,,1,1,2,2,,2,,2,1,2,1,,,1,2,2,1,,,2,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,2,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,129513260,2.07408525669406,2,26,3,5,1,2,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,1,,2,2,,1,2,1,,2,1,2,2,,,1,3,4,2,,,,2,1,1,,1,1,1,2,,1,1,2,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,3,,1,1,1,1,1,1,2,2,,,,,,,,,,1,1,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,129639629,0.701086669778086,1,19,2,4,1,1,1,1,1,1,1,0,1,4,4,4,1,4,1,1,1,1,1,2,2,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,2,2,1,,2,2,2,,,,2,2,3,2,,,,1,1,1,,1,1,3,1,1,1,1,2,2,,,,,1,2,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,129745617,2.40682317652727,2,35,2,4,1,1,1,1,1,1,1,1,4,4,4,4,0,4,3,1,1,1,1,2,2,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,2,2,,2,2,,2,2,2,,2,2,2,1,1,,2,3,4,2,,,,2,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,2,,1,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,129801391,1.3827235044627,2,30,3,5,1,2,1,1,1,1,1,1,1,4,4,4,1,2,1,1,1,1,1,2,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,1,,2,2,,2,2,2,1,2,2,2,2,,,3,3,3,2,,,,1,1,1,,1,1,3,1,1,2,,2,1,2,2,,1,1,2,1,1,,,2,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,1,1,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,129895386,0.397124061915298,1,38,1,1,2,1,0,0,0,0,1,0,4,2,4,4,0,2,2,0,2,,,,,,,,,,2,2,2,1,1,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,2,,,,5,1,4,2,,,,,,,,,,,2,,1,2,2,1,2,2,,1,2,,,,,,,,,1,2,2,2,1,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,2,,2,2,,2,2,2,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,129919862,0.281871055374335,1,39,2,2,1,1,1,0,1,1,0,0,1,4,4,4,0,2,1,1,1,1,1,2,2,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,2,2,,,,2,2,,4,2,1,2,1,1,1,1,2,1,2,2,,1,1,2,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,2,,2,2,,2,1,,1,1,3,,2,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,129948459,2.96091873755317,2,45,2,3,1,1,1,0,1,1,1,0,2,4,4,4,1,4,3,1,1,1,1,1,1,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,3,2,4,2,,,,1,1,1,,1,2,,2,,2,,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,1,1,2,2,2,,2,1,,1,1,4,,2,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,130200028,1.33876718364508,2,57,1,2,1,1,1,0,1,0,0,1,4,4,4,2,0,4,2,0,2,2,2,3,3,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,1,1,,2,2,,2,,2,,2,2,2,,,2,2,2,4,2,,,,2,2,,4,2,2,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,4,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,1,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,1,2,2,2,1,4,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,130545106,1.72235198758462,1,26,3,5,1,2,1,0,1,1,0,0,1,4,4,4,1,4,3,1,2,2,2,2,3,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,3,3,3,2,,,,2,1,3,,2,2,,2,,2,,2,2,,,,,1,2,1,2,,,2,1,,2,2,,,,,,,,2,,,,,,7,1,1,,,,,,,,,,,,,,1,,2,1,,1,,2,8,2,,2,2,,2,1,,1,2,,2,2,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,130605456,1.59833477637853,1,53,2,3,1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,1,1,1,1,3,1,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,2,2,,2,2,,2,2,1,,2,2,2,,,,2,2,3,2,,,,1,1,1,,1,1,3,2,,2,,2,1,1,1,,,1,2,1,2,,,1,2,,2,2,,,,,,,,1,1,2,,,1,3,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,2,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,130883916,0.985922712626172,2,20,2,1,2,1,1,1,1,1,1,1,4,4,4,4,1,4,2,1,2,2,2,3,3,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,2,2,,2,2,,2,2,1,,2,2,2,,,,2,1,5,2,,,,2,1,3,,1,1,2,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,1,1,2,2,,2,1,,1,2,,2,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,130966270,0.691361752231352,2,29,3,5,1,1,1,0,1,1,0,0,4,4,4,4,1,1,3,1,1,1,2,1,1,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,3,4,2,,,,1,1,3,,1,1,2,2,,2,,2,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,131064111,1.70167732017095,1,69,2,5,1,2,0,0,0,0,0,1,2,4,2,4,0,2,3,0,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,2,1,3,4,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,1,1,2,2,1,,,,,2,1,2,2,1,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,2,1,2,,2,2,,2,2,1,1,1,3,,2,2,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,131217841,1.00516408681165,1,18,,1,1,1,1,0,1,1,0,1,4,1,4,4,1,1,3,1,1,2,1,2,2,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,1,2,,1,2,,2,,2,,2,2,2,,,2,3,2,3,2,,,,1,1,1,,1,1,3,2,,2,,2,1,1,1,,,2,,,,,,,,,1,2,1,2,,,2,2,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,4,1,1,2,2,,2,1,,1,1,3,,1,2,1,2,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,131453235,1.59833477637853,1,52,2,2,1,1,1,0,1,1,1,1,4,4,4,4,0,4,3,1,1,1,1,2,2,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,2,1,,2,2,,2,,1,,1,2,2,,,,2,1,4,2,,,,2,2,,4,1,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,2,2,,2,2,,2,1,,1,1,3,,2,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,131521311,0.458618078347517,1,51,1,2,1,2,0,0,0,0,1,1,2,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,1,,2,2,2,,,,2,2,4,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,1,0,1,,,,,,,,,,,,,,2,2,2,1,,2,,,1,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,2,2,1,1,2,7,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,131675252,0.257157228928712,1,37,1,1,2,2,1,0,1,0,0,0,2,4,4,4,0,2,2,0,1,2,1,3,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,3,3,2,2,,,,2,2,,4,2,2,,1,2,2,,2,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,2,1,1,2,2,2,,2,1,,1,1,1,,2,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,131746268,1.45483481510139,1,53,2,1,1,1,1,0,1,1,0,1,4,4,4,4,1,4,3,1,1,1,2,1,1,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,1,2,,2,2,,2,,2,,2,2,2,,,2,2,2,4,2,,,,2,1,1,,1,1,2,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,2,1,1,1,1,1,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,131784082,0.560350553325653,2,59,1,1,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,4,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,1,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,131893811,0.977624850608128,1,35,3,2,1,2,1,0,1,1,0,1,4,2,4,4,0,4,3,0,1,1,2,2,2,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,1,2,,1,2,,2,,2,,2,2,2,,,2,2,1,4,2,,,,2,2,,5,2,1,2,2,,2,,2,2,,,,,2,,,,,,,,,1,2,2,2,1,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,2,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,131949906,1.53968060772605,2,33,3,5,1,2,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,,1,2,,1,2,2,,2,2,2,,,,3,2,3,2,,,,2,1,1,,1,1,3,1,1,1,1,2,1,1,1,,,1,2,1,1,,,2,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,2,,1,1,1,1,1,2,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,131950721,0.257157228928712,2,54,1,4,1,2,0,0,0,0,0,0,4,4,4,4,0,4,2,0,2,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,3,2,3,2,,,,,,,,,,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,2,1,2,2,2,,2,1,,1,2,,1,2,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,132089959,1.45996244305331,2,40,2,3,1,1,1,0,1,0,0,1,2,4,4,2,0,2,3,0,1,2,1,3,3,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,3,1,,2,2,,2,,2,,2,2,2,,,2,3,4,5,2,,,,2,2,,1,2,2,,2,,2,,2,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,1,2,2,1,,1,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,1,2,2,1,,1,1,4,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,3
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,132239057,0.283457170379504,1,44,2,2,1,2,1,0,1,0,1,0,4,4,4,2,0,2,2,0,1,2,1,3,3,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,2,2,2,,,,2,2,4,2,,,,2,2,,4,2,2,,2,,1,2,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,1,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,2,1,2,,2,2,,2,1,,1,1,3,,2,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,132510490,0.850856621253996,1,16,2,2,2,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,2,2,3,2,,,,2,2,,4,2,1,2,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,132602370,1.47290458140822,2,61,2,1,1,1,0,0,0,0,0,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,1,1,2,2,2,1,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,2,3,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,2,,2,1,,1,2,,1,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,132689699,1.27344399660372,2,17,2,1,2,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,2,1,1,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,4,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,2,1,2,2,2,1,2,2,5,1,1,2,1,,,,,,,,,,,,,,,,,1,,1,1,3,,2,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,132824733,0.846616823847742,2,39,2,3,1,1,1,1,1,1,0,1,1,4,4,4,0,4,3,1,1,1,1,3,3,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,1,2,2,,2,,2,,2,2,2,,,2,1,4,2,2,,,,2,2,,1,2,2,,2,,2,,2,2,,,,,1,2,1,1,,,2,1,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,8,,,3,2,,2,2,,2,1,,1,1,3,,2,2,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,3,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,132884551,0.461621787780414,1,17,2,3,1,1,0,0,0,0,1,0,2,4,4,4,0,4,2,0,2,,,,,,,,,,2,2,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,2,2,2,,,,2,1,5,2,,,,,,,,,,,2,,1,2,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,2,2,2,,2,1,,1,1,2,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,133019725,0.460598650775751,1,67,1,2,1,1,0,0,0,0,0,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,2,1,1,2,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,0,2,1,2,8,1,2,1,2,4,2,,,,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,3,
